english;dutch;alternatives
annual;jaarlijks
anxious;bezorgd;angstig
artificial;kunstmatig
attractive;aantrekkelijk
authentic;authentiek;echt
automatic;automatisch
available;beschikbaar
average;gemiddeld
basic;elementair;basis-
biased;bevooroordeeld
broad;breed;ruim
casual;informeel;toevallig
chronic;chronisch
civil;burgerlijk;beleefd
collective;collectief;gezamenlijk
commercial;commercieel
competitive;concurrerend;competitief
compulsory;verplicht
confident;zelfverzekerd
conscious;bewust
conservative;behoudend;conservatief
creative;creatief
critical;kritisch;cruciaal
decent;fatsoenlijk;redelijk
defensive;verdedigend
delicate;kwetsbaar;delicaat
democratic;democratisch
desirable;wenselijk
digital;digitaal
disappointed;teleurgesteld
disastrous;rampzalig
economic;economisch
educational;educatief
effective;doeltreffend;effectief
electronic;elektronisch
embarrassed;beschaamd;in verlegenheid gebracht
enthusiastic;enthousiast
environmental;milieu-;ecologisch
equal;gelijkwaardig;gelijk
ethical;ethisch
eventual;uiteindelijk
financial;financieel
former;voormalig;eerstgenoemd
fortunate;gelukkig;fortuinlijk
fragile;breekbaar;kwetsbaar
global;wereldwijd;mondiaal
historic;historisch belangrijk
historical;historisch
illegal;illegaal;onwettig
impressive;indrukwekkend
independent;onafhankelijk
indirect;indirect
individual;individueel
industrial;industrieel
inferior;minderwaardig
informal;informeel
intellectual;intellectueel
legal;wettelijk;juridisch
legitimate;rechtmatig;legitiem
liberal;liberaal;ruimdenkend
literary;literair
medical;medisch
mental;geestelijk;mentaal
military;militair
modest;bescheiden
moral;moreel;zedelijk
natural;natuurlijk
neutral;neutraal
objective;objectief;doelstelling
optimistic;optimistisch
outstanding;uitstekend;opvallend
physical;lichamelijk;fysiek
political;politiek
positive;positief
practical;praktisch
professional;professioneel
psychological;psychologisch
radical;radicaal;ingrijpend
rational;rationeel;redelijk
realistic;realistisch
regional;regionaal
relative;betrekkelijk;relatief
religious;religieus
reliable;betrouwbaar
scientific;wetenschappelijk
sensitive;gevoelig
social;maatschappelijk;sociaal
solar;zonne-;solair
spiritual;geestelijk;spiritueel
strategic;strategisch
superior;superieur;beter
technical;technisch
traditional;traditioneel
transparent;transparant;doorzichtig
uncertain;onzeker
uncomfortable;ongemakkelijk
unconscious;bewusteloos;onbewust
unexpected;onverwacht
unfair;oneerlijk
unusual;ongebruikelijk
voluntary;vrijwillig
wealthy;welvarend;rijk
abstract;abstract
abundant;overvloedig
acceptable;aanvaardbaar
accidental;toevallig;onbedoeld
adjacent;aangrenzend
adolescent;puberaal;jeugdig
anonymous;anoniem
applicable;toepasbaar
approximately;ongeveer
balanced;evenwichtig
barely;nauwelijks
biological;biologisch
briefly;kort gezegd;kortstondig
carefully;zorgvuldig
chiefly;voornamelijk
closely;nauw;zorgvuldig
considerably;aanzienlijk
continually;voortdurend
currently;momenteel
deliberately;opzettelijk
directly;rechtstreeks;direct
effectively;doeltreffend;feitelijk
entirely;volledig
equally;evenzeer;gelijk
especially;vooral;met name
essentially;in wezen
eventually;uiteindelijk
exactly;precies
extensively;uitgebreid
fairly;tamelijk;eerlijk
frequently;vaak;regelmatig
fundamentally;fundamenteel
hardly;nauwelijks
highly;zeer;in hoge mate
increasingly;steeds meer
inevitably;onvermijdelijk
initially;aanvankelijk
largely;grotendeels
merely;slechts
necessarily;noodzakelijkerwijs
notably;met name;opvallend genoeg
occasionally;af en toe
partially;gedeeltelijk
particularly;in het bijzonder
potentially;mogelijk;potentieel
primarily;voornamelijk
previously;eerder;voorheen
rapidly;snel
reasonably;redelijkerwijs
relatively;betrekkelijk;relatief
roughly;ongeveer;ruwweg
significantly;aanzienlijk;betekenisvol
similarly;evenzo;op vergelijkbare wijze
slightly;enigszins
specifically;specifiek;in het bijzonder
steadily;gestaag
subsequently;vervolgens
thoroughly;grondig
typically;doorgaans;typisch
ultimately;uiteindelijk
virtually;vrijwel
the account;verslag;rekening
the achievement;prestatie
the advantage;voordeel
the advertisement;advertentie
the advice;advies
the affair;kwestie;affaire
the agriculture;landbouw
the amount;hoeveelheid
the analysis;analyse
the ancestor;voorouder
the announcement;aankondiging
the anxiety;bezorgdheid;angst
the application;aanvraag;toepassing
the appointment;afspraak;benoeming
the argument;argument;ruzie
the arrangement;regeling;afspraak
the assessment;beoordeling
the assumption;aanname
the atmosphere;sfeer;atmosfeer
the attitude;houding
the authority;gezag;instantie
the awareness;bewustzijn
the background;achtergrond
the behaviour;gedrag
the belief;overtuiging;geloof
the benefit;voordeel;uitkering;profiteren;baat hebben
the bias;vooringenomenheid
the boundary;grens
the budget;begroting;budget
the burden;last
the campaign;campagne
the capacity;vermogen;capaciteit
the career;loopbaan
the category;categorie
the cause;oorzaak
the circumstance;omstandigheid
the citizen;burger
the civilisation;beschaving
the claim;bewering;aanspraak;beweren;opeisen;claimen
the climate;klimaat
the colleague;collega
the commitment;toewijding;verplichting
the community;gemeenschap
the comparison;vergelijking
the competition;concurrentie;wedstrijd
the complaint;klacht
the concept;begrip;concept
the conclusion;conclusie
the condition;toestand;voorwaarde
the confidence;vertrouwen
the conflict;conflict;botsen;conflicteren
the consequence;gevolg
the consumer;consument
the context;context;samenhang
the contract;contract;overeenkomst
the contrast;tegenstelling;contrasteren
the contribution;bijdrage
the controversy;controverse
the cooperation;samenwerking
the crime;misdaad
the criterion;criterium
the criticism;kritiek
the damage;schade
the debate;debat;discussie
the decision;besluit
the definition;definitie
the democracy;democratie
the department;afdeling
the development;ontwikkeling
the difference;verschil
the difficulty;moeilijkheid
the disadvantage;nadeel
the disaster;ramp
the discipline;discipline;vakgebied
the discovery;ontdekking
the discrimination;discriminatie
the discussion;bespreking
the disease;ziekte
the distribution;verdeling;verspreiding
the diversity;diversiteit
the economy;economie
the education;onderwijs
the effect;effect;gevolg;bewerkstelligen
the efficiency;efficiëntie
the effort;inspanning
the election;verkiezing
the employment;werkgelegenheid
the environment;milieu;omgeving
the equality;gelijkheid
the equipment;apparatuur;uitrusting
the evidence;bewijs;bewijsmateriaal
the exception;uitzondering
the expectation;verwachting
the expense;uitgave;kosten
the experiment;experiment;proef
the explanation;uitleg;verklaring
the factor;factor
the feature;kenmerk
the feedback;terugkoppeling;feedback
the freedom;vrijheid
the function;functie
the generation;generatie
the government;regering;overheid
the growth;groei
the guideline;richtlijn
the habit;gewoonte
the harm;schade
the healthcare;gezondheidszorg
the hypothesis;hypothese
the identity;identiteit
the impact;invloed;impact
the improvement;verbetering
the income;inkomen
the independence;onafhankelijkheid
the industry;industrie;bedrijfstak
the inequality;ongelijkheid
the information;informatie
the initiative;initiatief
the innovation;innovatie
the insight;inzicht
the institution;instelling;instituut
the intention;bedoeling
the interaction;wisselwerking;interactie
the interpretation;interpretatie;uitleg
the investment;investering
the issue;kwestie;probleem
the knowledge;kennis
the labour;arbeid
the law;wet;recht
the leadership;leiderschap
the legislation;wetgeving
the liberty;vrijheid
the majority;meerderheid
the method;methode
the minority;minderheid
the motivation;motivatie
the negotiation;onderhandeling
the obligation;verplichting
the observation;waarneming
the opinion;mening
the opportunity;kans;gelegenheid
the outcome;uitkomst
the participation;deelname
the perspective;perspectief
the phenomenon;verschijnsel
the policy;beleid
the population;bevolking
the poverty;armoede
the principle;beginsel;principe
the priority;prioriteit
the procedure;procedure;werkwijze
the process;proces
the profession;beroep
the progress;vooruitgang;vorderen;vooruitgaan
the property;eigendom;eigenschap
the proposal;voorstel
the prospect;vooruitzicht
the protection;bescherming
the purpose;doel
the quality;kwaliteit
the quantity;hoeveelheid
the reaction;reactie
the reality;werkelijkheid
the reason;reden
the recommendation;aanbeveling
the reduction;vermindering
the reference;verwijzing;referentie
the relationship;relatie;verband
the requirement;vereiste
the research;onderzoek;onderzoeken
the resource;hulpbron;middel
the responsibility;verantwoordelijkheid
the result;resultaat;resulteren
the risk;risico;riskeren
the role;rol
the security;veiligheid;beveiliging
the society;samenleving
the solution;oplossing
the source;bron
the strategy;strategie
the strength;kracht;sterkte
the structure;structuur
the success;succes
the survey;enquête;onderzoek;onderzoeken;overzien
the theory;theorie
the threat;bedreiging
the tradition;traditie
the trend;trend;ontwikkeling
the value;waarde
the variety;verscheidenheid
the victim;slachtoffer
the violence;geweld
the wealth;welvaart;rijkdom
the weakness;zwakte
the welfare;welzijn
the access;toegang
the accommodation;accommodatie;huisvesting
the accuracy;nauwkeurigheid
the agency;agentschap;bemiddelingsbureau
the agreement;overeenkomst
the aid;hulp
the allowance;toelage
the ambition;ambitie
the approval;goedkeuring
the architecture;architectuur
the aspect;aspect
the audience;publiek
the balance;evenwicht;saldo;balanceren;afwegen
the battery;batterij
the border;grens
the branch;tak;vestiging
the candidate;kandidaat
the carbon;koolstof
the charity;goed doel;liefdadigheid
the choice;keuze
the committee;commissie
the communication;communicatie
the compensation;schadevergoeding;compensatie
the component;onderdeel
the concentration;concentratie
the concern;bezorgdheid;zorg
the connection;verbinding
the conservation;natuurbescherming;behoud
the construction;bouw
the content;inhoud
the creature;wezen;schepsel
the currency;valuta
the data;gegevens
the deadline;uiterste termijn;deadline
the debt;schuld
the decade;decennium
the device;apparaat
the diet;voedingspatroon;dieet
the dimension;afmeting;dimensie
the dispute;geschil
the distance;afstand
the district;district;wijk
the domesticity;huiselijkheid
the emergency;noodgeval
the energy;energie
the engineering;techniek;ingenieurswetenschap
the enterprise;onderneming
the entertainment;amusement;vermaak
the episode;aflevering;voorval
the error;fout
the estate;landgoed;nalatenschap
the ethics;ethiek
the exposure;blootstelling
the facility;voorziening;faciliteit
the failure;mislukking
the fame;roem
the finance;financiën
the fuel;brandstof
the gender;geslacht;gender
the gene;gen
the habitat;leefgebied
the housing;huisvesting
the immigration;immigratie
the incident;voorval
the infection;infectie
the infrastructure;infrastructuur
the ingredient;ingrediënt
the insurance;verzekering
the justice;rechtvaardigheid;justitie
the licence;vergunning;rijbewijs
the lifestyle;levensstijl
the loan;lening
the location;locatie;plaats
the media;media
the medicine;geneeskunde;medicijn
the membership;lidmaatschap
the migration;migratie
the network;netwerk
the nutrition;voeding
the obstacle;hindernis
the occasion;gelegenheid
the organisation;organisatie
the origin;oorsprong
the ownership;eigendom
the pattern;patroon
the permission;toestemming
the pollution;vervuiling
the pressure;druk
the privacy;privacy
the production;productie
the profit;winst
the proportion;verhouding;aandeel
the protest;protest
the reputation;reputatie
the revenue;opbrengst;inkomsten
the route;route
the sample;monster;steekproef
the scale;schaal
the sector;sector
the species;soort
the status;status
the stock;voorraad;aandeel
the substance;stof
the technology;technologie
the temperature;temperatuur
the territory;grondgebied
the traffic;verkeer
the treatment;behandeling
the unemployment;werkloosheid
the vehicle;voertuig
the waste;afval;verspilling
the abuse;misbruik
the admission;toelating;bekentenis
the adult;volwassene
the advocate;pleitbezorger
the aggression;agressie
the ally;bondgenoot
the amendment;wijziging;amendement
the applicant;sollicitant;aanvrager
the award;onderscheiding;prijs
the bargain;koopje;overeenkomst
the barrier;barrière;hindernis
the bond;band;obligatie
the campaigner;actievoerder
the casualty;slachtoffer
the celebrity;beroemdheid
the chancellor;kanselier
the citizenship;burgerschap
the coalition;coalitie
the collapse;instorting
the colonialism;kolonialisme
the competitor;concurrent;deelnemer
the consent;toestemming
the constitution;grondwet
the consultant;adviseur
the corporation;onderneming;bedrijf
the corruption;corruptie
the council;raad
the deficit;tekort
the demonstration;demonstratie
the dependency;afhankelijkheid
the dictatorship;dictatuur
the dignity;waardigheid
the diplomacy;diplomatie
the disorder;wanorde;stoornis
the economist;econoom
the editor;redacteur
the emission;uitstoot;emissie
the employer;werkgever
the employee;werknemer
the evolution;evolutie
the executive;bestuurder;leidinggevende
the expertise;deskundigheid
the export;uitvoer;export
the famine;hongersnood
the forecast;voorspelling
the foundation;stichting;fundament
the fraud;fraude
the governor;gouverneur
the headquarters;hoofdkantoor
the heritage;erfgoed
the immigrant;immigrant
the inflation;inflatie
the inhabitant;inwoner
the injustice;onrecht
the inspector;inspecteur
the intervention;ingreep;interventie
the investor;investeerder
the journalism;journalistiek
the jurisdiction;rechtsgebied
the legislature;wetgevende macht
the manufacturer;fabrikant
the market;markt
the minister;minister
the monopoly;monopolie
the negotiator;onderhandelaar
the opposition;oppositie;tegenstand
the parliament;parlement
the partnership;partnerschap
the pension;pensioen
the prejudice;vooroordeel
the presidency;presidentschap
the productivity;productiviteit
the refugee;vluchteling
the regulation;regelgeving;voorschrift
the resident;inwoner;bewoner
the resistance;verzet;weerstand
the restriction;beperking
the retirement;pensioen;pensionering
the sanction;sanctie
the shortage;tekort
the stability;stabiliteit
the subsidy;subsidie
the taxpayer;belastingbetaler
the union;vakbond;unie
the volunteer;vrijwilliger
the workforce;beroepsbevolking;personeel
the adaptation;aanpassing
the biodiversity;biodiversiteit
the cell;cel
the chemical;chemische stof
the compound;verbinding
the conservationist;natuurbeschermer
the consumption;verbruik;consumptie
the contamination;verontreiniging
the crop;gewas;oogst
the drought;droogte
the ecosystem;ecosysteem
the electricity;elektriciteit
the endangered;bedreigd
the flood;overstroming
the fossil;fossiel
the genetics;genetica
the greenhouse;broeikas
the harvest;oogst
the organism;organisme
the particle;deeltje
the predator;roofdier
the prey;prooi
the radiation;straling
the recycling;recycling;hergebruik
the renewable;hernieuwbaar
the reservoir;reservoir;waterbekken
the soil;bodem;grond
the sustainability;duurzaamheid
the toxic;giftig
the urbanisation;verstedelijking
the wildlife;wilde dieren
whereas;terwijl;daarentegen
although;hoewel
however;echter
therefore;daarom;derhalve
moreover;bovendien
nevertheless;desondanks
otherwise;anders
despite;ondanks
unless;tenzij
provided;mits;op voorwaarde dat
regarding;betreffende
according to;volgens
as a result;als gevolg;daardoor
in addition;daarnaast;bovendien
in contrast;daarentegen
in spite of;ondanks
on behalf of;namens
with regard to;met betrekking tot
to some extent;tot op zekere hoogte
by means of;door middel van
the abbreviation;afkorting
the accountability;verantwoordingsplicht
the allocation;toewijzing;verdeling
the analogy;analogie;vergelijking
the apprentice;leerling;stagiair
the archive;archief
the autonomy;autonomie;zelfstandigheid
the catalyst;katalysator;aanjager
the census;volkstelling
the coherence;samenhang
the commodity;handelswaar;grondstof
the consensus;overeenstemming;consensus
the constraint;beperking;randvoorwaarde
the credibility;geloofwaardigheid
the deficiency;tekort;gebrek
the dilemma;dilemma
the duration;duur
the emphasis;nadruk
the framework;kader;raamwerk
the incentive;stimulans;prikkel
the indicator;indicator;aanwijzing
the literacy;geletterdheid
the mechanism;mechanisme
the notion;begrip;opvatting
the perception;waarneming;beeldvorming
the premise;uitgangspunt;veronderstelling
the probability;waarschijnlijkheid
the range;bereik;reeks
the ratio;verhouding
the recovery;herstel
the sequence;volgorde;reeks
the significance;betekenis;belang
the statistic;statistisch gegeven
the stereotype;stereotype
the stimulus;prikkel;stimulans
the transition;overgang
the validity;geldigheid
the variable;variabele
the yield;opbrengst;opleveren

